datetime,work_duration,break_duration,focus_score
2025-04-25 23:02:38.372581,50.84443440871049,6.118391427724784,6.620062528941088
2025-04-25 23:02:38.531184,50.842883387566886,6.777522518931694,6.088385848204972
2025-04-25 23:02:39.140095,51.38349944448352,3.0,3.3925490751559657
2025-04-25 23:02:39.496775,48.69012579461296,6.7083145425183055,6.21847873820651
2025-04-25 23:02:39.751130,50.73037456146173,5.989831054852614,6.552075411138881
2025-04-25 23:02:40.488487,49.99789949467483,5.896105651971437,5.404335366816419
2025-04-25 23:02:40.805107,52.18348141662554,8.150138549967485,6.283714341615507
2025-04-25 23:02:41.279985,53.9769967666398,7.16497110565877,5.573165280303957
2025-04-25 23:02:41.780673,49.80901586096319,8.602581394865298,5.647510840442319
2025-04-25 23:02:42.011638,60.0,20.0,1.0
2025-04-25 23:02:42.423582,15.0,20.0,2.498607047282392
2025-04-25 23:02:42.634346,37.44161871005012,20.0,3.796625880614233
2025-04-25 23:02:42.846452,60.0,10.27649813788915,4.402574984462763
2025-04-25 23:02:43.112041,46.57978330303632,14.114330736898236,3.850143858400864
2025-04-25 23:02:43.358447,60.0,5.419105067293093,4.220973844870835
2025-04-25 23:02:43.791651,48.05431812225207,7.771134380692005,7.5311390471658575
2025-04-25 23:02:44.116081,44.62250883584211,8.528339698846235,6.664126863866644
2025-04-25 23:02:44.483540,27.264791084056974,20.0,4.1752489071139856
2025-04-25 23:02:44.976197,42.06913930144543,10.139943586066517,7.007372840137861
2025-04-25 23:02:45.501130,36.527164412257136,13.141090879015238,7.294121734941292
2025-04-25 23:02:45.899373,34.68146019714691,13.97381746622146,5.83751054003876
2025-04-25 23:02:46.252219,39.79554158457374,11.352771626737372,6.59574872482578
2025-04-25 23:02:46.703517,41.97821392248406,9.38067131134706,7.167762939175459
2025-04-25 23:02:47.101493,39.25267102621582,10.846397776159751,6.200777126487696
2025-04-25 23:02:47.578128,44.80720566575452,9.431516208026949,7.291075676494779
2025-04-25 23:02:47.918706,44.19371880441034,8.201462058412197,7.190323682033749
2025-04-25 23:02:48.322574,44.79722319966895,9.422686921845273,6.713072178808031
2025-04-25 23:02:48.699533,43.726293476524674,7.7617748367564,6.782131608361305
2025-04-25 23:02:49.073844,39.01565366256438,13.555322013353386,6.699359369258411
2025-04-25 23:02:49.505997,44.3242797290096,9.804125852909348,7.037468746039931
2025-04-25 23:02:49.869453,43.99427606143238,7.659008858403423,6.943942064774812
2025-04-25 23:02:50.246442,28.417908605360857,15.49045822832026,6.688130478378797
2025-04-25 23:02:50.857243,32.76149674431119,16.04329522715161,5.624662584239588
2025-04-25 23:02:51.257414,21.98124836051759,14.850392481793795,5.065526909952789
2025-04-25 23:02:51.698633,32.28520016020026,12.660605873808509,8.17145924628378
2025-04-25 23:02:52.354938,31.022069642043693,12.361584399427738,7.743325365797673
2025-04-25 23:02:52.941641,30.798473267278816,12.415845721041933,7.583401586832345
2025-04-25 23:02:53.487616,30.408183875996293,12.567246062538256,7.135413382723879
2025-04-25 23:02:53.944533,33.4104452279476,11.46933615533177,7.966128256810067
2025-04-25 23:02:54.547800,33.40852381045134,11.44434159336318,7.339895249125258
2025-04-25 23:02:55.051648,33.40039430767272,11.412797459006075,8.387280370149353
2025-04-25 23:02:55.684492,33.6574459423301,10.701374786198423,7.200531595715944
2025-04-25 23:02:56.298146,28.2298200324259,12.040719034323098,7.727934176492619
2025-04-25 23:02:56.883476,15.0,12.097105411992366,5.708090986912441
2025-04-25 23:02:57.386767,26.83048009873877,11.528018560688386,7.442460751000436
2025-04-25 23:02:58.305858,26.06156154867488,12.355911724760327,7.459742475676932
2025-04-25 23:02:58.950509,29.127385079188,10.99330699590696,8.566064902843756
2025-04-25 23:02:59.645184,27.93180483605348,10.715838384583572,8.093916000802517
2025-04-25 23:03:00.324683,26.82845081780963,10.698956724935725,7.853710075241432
2025-04-25 23:03:00.963077,30.58369807151979,10.2860549792537,8.945252769504133
2025-04-25 23:03:01.984862,31.77264317368573,9.672741007332757,8.532271391705304
2025-04-25 23:03:03.152992,30.83509120968416,9.664775993011848,8.47620117074588
2025-04-25 23:03:04.109693,26.834268040543343,9.836561845590811,7.661567689603348
2025-04-25 23:03:04.782904,33.60177150332335,9.471041719260448,7.449673686636849
2025-04-25 23:03:05.643901,15.0,9.842345648309138,5.93107885662492
2025-04-25 23:03:06.957731,60.0,15.318946983571996,1.0
2025-04-25 23:03:07.918010,29.59908158999472,10.378049508793532,8.063219714095993
2025-04-25 23:03:08.675653,24.20787635686337,10.48637083323257,8.126746355919524
2025-04-25 23:03:09.451975,15.0,16.9943247574265,3.637703692822632
2025-04-25 23:03:11.857909,29.349070709657163,10.392271517642342,7.807982878042942
2025-04-25 23:03:13.459027,29.34178106494057,10.40643435636607,8.17803740112939
2025-04-25 23:03:15.620602,29.356317316262214,10.401480591605264,7.749297671628406
2025-04-25 23:03:17.915749,29.318683125887897,10.418777084529276,8.48613635871063
2025-04-25 23:03:20.795935,29.35040172684744,10.410087010160236,9.926443278843973
2025-04-25 23:29:59.420994,50.84443440871049,6.118391427724784,6.012497099420538
2025-04-25 23:29:59.930510,50.842883387566886,6.777522518931694,6.069848464937969
2025-04-25 23:30:01.294802,50.03791923059234,20.0,1.6209407762645514
2025-04-25 23:30:03.082068,50.92040421952796,18.114321342890484,2.63022756069261
2025-04-25 23:30:04.333585,50.94515146610882,7.423235194690429,6.538815291103409
2025-04-25 23:30:04.914806,51.93346417895093,8.812667415272742,5.4091758753966905
2025-04-25 23:30:05.893348,50.82325301804819,3.0,5.315842332161327
2025-04-25 23:30:06.625881,49.211417262595845,7.687487970757132,6.962038535788801
2025-04-25 23:30:07.341141,48.36516947559142,7.780332646093806,6.707097738645201
2025-04-25 23:30:07.896306,48.985824494529815,8.743605918379941,5.877968345761355
2025-04-25 23:30:08.395285,46.85777549904439,5.308263198528863,6.5937520121515645
2025-04-25 23:30:08.892463,46.007170581276114,6.998846654188361,6.750627579392166
2025-04-25 23:30:09.403485,46.63471471562271,5.824622542204979,7.425823508982045
2025-04-25 23:30:10.044495,44.346254998572405,3.0,5.918565672418924
2025-04-25 23:30:10.635068,60.0,20.0,1.0
2025-04-25 23:30:11.173026,44.02424236869636,8.968953012745796,6.6955204374218775
2025-04-25 23:30:11.644179,60.0,3.0,2.3868985272786127
2025-04-25 23:30:12.093772,35.18598565941798,20.0,4.596047143299074
2025-04-25 23:30:12.603239,15.0,20.0,1.8493978402804925
2025-04-25 23:30:13.072163,41.95654502802128,12.856303953071365,5.189103216502181
2025-04-25 23:30:13.564928,26.815225217450934,20.0,3.491898668294578
2025-04-25 23:30:14.011186,44.88776852747684,6.823020054069156,7.620769967134804
2025-04-25 23:30:14.565259,43.49387393571034,6.78230345257761,7.84791684893526
2025-04-25 23:30:15.051323,42.37411448161288,6.776947762906574,7.949620395077379
2025-04-25 23:30:15.518378,41.8237855730416,6.741364462922878,8.667635419593998
2025-04-25 23:30:16.011978,39.969602177211485,6.925215896255264,7.819418644794021
2025-04-25 23:30:16.903778,40.463630932825,5.486859630648303,7.063615649586589
2025-04-25 23:30:17.570308,38.9465319056961,8.861133392384382,8.715497250945301
2025-04-25 23:30:18.144502,38.83880074656683,9.100362405212412,8.48084163298405
2025-04-25 23:30:18.731610,37.94661350194448,9.745782219665218,8.085308463396084
2025-04-25 23:30:19.308761,39.94237207712034,8.505299221262131,7.419936698757417
2025-04-25 23:30:20.070036,35.65853383860045,11.702325961961357,6.719736963620344
2025-04-25 23:30:20.864226,37.98983494354688,8.161499303647053,7.406546106667072
2025-04-25 23:30:21.632815,60.0,11.294769968076755,2.322481017227508
2025-04-25 23:30:22.481290,40.38870547283853,8.602543359335316,8.427472952248696
2025-04-25 23:30:23.148508,40.38240619657377,8.617632535332085,7.540036798770052
2025-04-25 23:30:24.030705,39.27922857052389,9.694596782223623,7.623273625435821
2025-04-25 23:30:25.506431,32.378945980200626,15.094269812263288,5.876728561258914
2025-04-25 23:30:26.296218,37.59591947180469,7.698024605199472,9.214846472595704
2025-04-25 23:30:27.307939,36.86873303653096,6.567373030468747,7.629982513804688
2025-04-25 23:30:28.029571,37.72716655774327,3.0,7.201761653427727
2025-04-25 23:30:29.037705,35.737966463467274,7.470671946869375,9.70824864030413
2025-04-25 23:30:30.673123,34.83927708460533,7.234142766223743,8.649362408631415
2025-04-25 23:30:31.389300,34.714738579638635,5.346766618002739,8.409595800862585
2025-04-25 23:30:32.163663,34.38410715456345,8.195187420008242,8.39999849216632
2025-04-25 23:30:32.747156,34.32649630024555,3.0,7.415615466031788
2025-04-25 23:30:33.498429,15.0,3.0,5.975985744581221
2025-04-25 23:30:34.348443,15.0,9.635487271086529,5.962498374206272
2025-04-25 23:30:35.125603,31.08068908060646,20.0,4.766963734740473
2025-04-25 23:30:36.140822,35.85612242326749,6.6283409841228185,9.456776151601824
2025-04-25 23:30:36.969456,35.85245240408846,6.6331871597335965,8.060896619992917
2025-04-25 23:30:37.795562,33.30756370355299,7.789918291561182,10.0
2025-04-25 23:33:01.906170,50.84443440871049,6.118391427724784,4.8752377118948775
2025-04-25 23:33:02.334737,50.842883387566886,6.777522518931694,5.799796365458134
2025-04-25 23:33:03.028489,49.981217074308766,20.0,1.3697354881110173
2025-04-25 23:33:03.701108,51.29682790823077,4.939442177149482,5.750842518468772
2025-04-25 23:33:04.257868,51.85687087173392,3.0,5.655016380820059
2025-04-25 23:33:04.677047,52.51173284237989,3.0,4.347884521091594
2025-04-25 23:33:05.135144,50.35457218595657,3.0,6.009543986569513
2025-04-25 23:33:05.596398,49.78693131171265,3.0,4.7835561129453135
2025-04-25 23:33:06.454172,51.019089771690346,3.0,4.98140654182316
2025-04-25 23:33:06.927438,60.0,9.291971308120974,4.225324464629129
2025-04-25 23:33:07.226293,60.0,3.0,3.280775324286865
2025-04-25 23:33:07.600530,60.0,20.0,1.0
2025-04-25 23:33:08.160264,53.24634665881168,8.15241091747575,5.758507199378768
2025-04-25 23:33:08.680248,53.02588758895542,8.31120292756061,6.137405428640381
2025-04-25 23:33:09.231008,53.129035961179135,8.82475990651184,4.747296601732684
2025-04-25 23:33:10.248299,48.09577329120083,7.5834066445098705,6.725293229387264
2025-04-25 23:33:11.063286,46.21229237501302,8.022965451933871,6.938641503702884
2025-04-25 23:33:12.176078,45.49667845789729,8.129850519034242,6.616850687129227
2025-04-25 23:33:13.225433,45.48781340541576,8.302974372627649,7.417885900964297
2025-04-25 23:33:14.148179,43.5944305746134,10.081613301500376,7.24976475315943
2025-04-25 23:33:14.961748,43.35826357304438,8.137112745483474,7.011811088129948
2025-04-25 23:33:15.422878,43.78760454475568,10.676709259871243,6.119820292685099
2025-04-25 23:33:15.959014,43.643102309517246,5.724397301095477,6.6407015607392665
2025-04-25 23:33:16.890489,43.59715765784792,5.757407229370211,7.31373314573317
2025-04-25 23:33:17.493754,43.488000292977645,5.4093773418092965,7.882276098966664
2025-04-25 23:33:18.579560,42.19695463829947,3.0,6.284529922434964
2025-04-25 23:33:19.214339,36.04373303873063,20.0,3.768921877185389
2025-04-25 23:33:20.055196,40.53341328159968,8.6279705972318,8.374993001716367
2025-04-25 23:33:20.649441,39.42716903674176,9.116777364848968,7.000134920439207
2025-04-25 23:33:21.229586,15.0,20.0,2.438826628230476
2025-04-25 23:33:22.012869,40.331517296765725,7.082534828122548,8.118333124569903
2025-04-25 23:33:23.355685,40.32820461337923,6.970593015384731,8.973519776139073
