work_time,break_time,focus_score
25.0,5.0,88.0
50.84443440871049,6.118391427724784,6.527515127113036
50.842883387566886,6.777522518931694,7.396405117806283
49.970215322105055,20.0,1.4847548626375937
50.84245432483737,6.960126293484539,6.932669344289813
50.757892576009056,20.0,1.9011744992708484
52.60329128979605,8.656422708033993,5.095751015520417
49.209406996667454,3.875864058273747,5.808974384526452
49.08477214285788,7.463636915537541,6.709380392965821
50.09487242665855,8.748061669,5.490520114241551
60.0,3.0,88.0
21.01861888076365,12.72267078477418,77.0
42.4919866221133,6.975662848901616,55.0
37.833784783784274,3.6011301767296793,
